   0.14030E+01   0.00000E+00   0.99487E+00   0.20981E+00  -0.14532E-02   0.20876E+00   0.71783E+00   0.11329E+00  -0.11329E+00
   0.13449E+01   0.00000E+00   0.10085E+01   0.23752E+00  -0.00000E+00   0.23738E+00   0.72120E+00   0.22119E+00  -0.22119E+00
   0.12943E+01   0.00000E+00   0.10086E+01   0.23866E+00  -0.00000E+00   0.23853E+00   0.72122E+00   0.22194E+00  -0.22194E+00
   0.12502E+01   0.00000E+00   0.10089E+01   0.23695E+00  -0.00000E+00   0.23680E+00   0.72159E+00   0.23372E+00  -0.23372E+00
   0.12117E+01   0.00000E+00   0.10095E+01   0.23500E+00  -0.00000E+00   0.23483E+00   0.72215E+00   0.25150E+00  -0.25150E+00
   0.11781E+01   0.00000E+00   0.10090E+01   0.23339E+00  -0.00000E+00   0.23321E+00   0.72188E+00   0.24305E+00  -0.24305E+00
   0.11489E+01   0.00000E+00   0.10096E+01   0.23306E+00  -0.00000E+00   0.23287E+00   0.72233E+00   0.25730E+00  -0.25730E+00
   0.11233E+01   0.00000E+00   0.10101E+01   0.23258E+00  -0.00000E+00   0.23239E+00   0.72268E+00   0.26862E+00  -0.26862E+00
   0.11010E+01   0.00000E+00   0.10100E+01   0.23045E+00  -0.00000E+00   0.23023E+00   0.72275E+00   0.27090E+00  -0.27090E+00
   0.10816E+01   0.00000E+00   0.10096E+01   0.22809E+00  -0.00000E+00   0.22785E+00   0.72266E+00   0.26803E+00  -0.26803E+00
   0.10647E+01   0.00000E+00   0.10089E+01   0.22885E+00  -0.00000E+00   0.22862E+00   0.72213E+00   0.25093E+00  -0.25093E+00
   0.10499E+01   0.00000E+00   0.10100E+01   0.23056E+00  -0.00000E+00   0.23035E+00   0.72279E+00   0.27218E+00  -0.27218E+00
   0.10370E+01   0.00000E+00   0.10095E+01   0.22916E+00  -0.00000E+00   0.22893E+00   0.72250E+00   0.26285E+00  -0.26285E+00
   0.10258E+01   0.00000E+00   0.10091E+01   0.22991E+00  -0.00000E+00   0.22969E+00   0.72216E+00   0.25210E+00  -0.25210E+00
   0.10160E+01   0.00000E+00   0.10098E+01   0.22980E+00  -0.00000E+00   0.22958E+00   0.72265E+00   0.26779E+00  -0.26779E+00
   0.10075E+01   0.00000E+00   0.10071E+01   0.23017E+00  -0.00000E+00   0.22995E+00   0.72074E+00   0.20669E+00  -0.20669E+00
   0.10000E+01   0.00000E+00   0.10082E+01   0.23250E+00  -0.14712E-01   0.23277E+00   0.72136E+00   0.22647E+00  -0.22647E+00
   0.99261E+00   0.94225E-03   0.10109E+01   0.22785E+00  -0.27469E-01   0.22927E+00   0.72347E+00   0.29405E+00  -0.29405E+00
   0.98481E+00   0.18313E-02   0.10113E+01   0.22196E+00  -0.24029E-01   0.22297E+00   0.72418E+00   0.31668E+00  -0.31668E+00
   0.97659E+00   0.26766E-02   0.10128E+01   0.21780E+00  -0.21047E-01   0.21850E+00   0.72551E+00   0.35918E+00  -0.35918E+00
   0.96793E+00   0.34625E-02   0.10135E+01   0.21440E+00  -0.18083E-01   0.21481E+00   0.72627E+00   0.38336E+00  -0.38336E+00
   0.95883E+00   0.41745E-02   0.10144E+01   0.21175E+00  -0.15199E-01   0.21193E+00   0.72711E+00   0.41029E+00  -0.41029E+00
   0.94927E+00   0.48019E-02   0.10150E+01   0.20920E+00  -0.12423E-01   0.20918E+00   0.72770E+00   0.42924E+00  -0.42924E+00
   0.93924E+00   0.53378E-02   0.10154E+01   0.20722E+00  -0.98489E-02   0.20706E+00   0.72813E+00   0.44317E+00  -0.44317E+00
   0.92872E+00   0.57786E-02   0.10159E+01   0.20571E+00  -0.74690E-02   0.20544E+00   0.72853E+00   0.45589E+00  -0.45589E+00
   0.91771E+00   0.61195E-02   0.10161E+01   0.20427E+00  -0.52216E-02   0.20392E+00   0.72882E+00   0.46522E+00  -0.46522E+00
   0.90621E+00   0.63540E-02   0.10165E+01   0.20305E+00  -0.31002E-02   0.20264E+00   0.72915E+00   0.47563E+00  -0.47563E+00
