10.0,0.23,8.0,1.50523448,1.50914323,0.0779765993
10.0,0.23,9.0,1.6872803,1.69183862,0.104588069
10.0,0.23,10.0,1.85580504,1.85954249,0.141756207
10.0,0.23,11.0,2.04737067,2.01625443,0.35732621
10.0,0.23,12.0,2.59359503,2.52992606,0.5720523
10.0,0.23,13.0,3.04735112,3.00552249,0.528786421
10.0,0.23,14.0,2.91477108,2.89085174,0.454426318
10.0,0.23,15.0,3.38372636,3.29560709,0.774573743
10.0,0.25,8.0,1.50088274,1.5047009,0.0783184171
10.0,0.25,9.0,1.68143725,1.68572581,0.10582155
10.0,0.25,10.0,1.81943846,1.82182395,0.146204636
10.0,0.25,11.0,1.42337644,1.39729166,0.271253556
10.0,0.25,12.0,2.59031129,2.54946017,0.46464932
10.0,0.25,13.0,2.72155452,2.7089088,0.365485489
10.0,0.25,14.0,3.21731639,3.1424346,0.695568264
10.0,0.25,15.0,3.36471796,3.20847917,1.02572179
10.0,0.27,8.0,1.49933016,1.50303185,0.0790293217
10.0,0.27,9.0,1.67728484,1.68123329,0.107632697
10.0,0.27,10.0,1.72675622,1.72441709,0.164781302
10.0,0.27,11.0,1.19195735,1.1774863,0.189335525
10.0,0.27,12.0,2.45905089,2.45371366,0.284184009
10.0,0.27,13.0,2.99729872,2.94226956,0.58010143
10.0,0.27,14.0,3.2428472,3.09984803,0.971266508
10.0,0.27,15.0,3.16511965,3.01887393,0.96217519
