25.0,0.23,8.0,1.53949428,1.54477501,0.0715112314
25.0,0.23,9.0,1.68629491,1.69324958,0.0903665274
25.0,0.23,10.0,1.83153415,1.84012055,0.113199085
25.0,0.23,11.0,1.96966958,1.97951305,0.140754759
25.0,0.23,12.0,2.07812858,2.08809257,0.173307747
25.0,0.23,13.0,2.03813672,2.04311633,0.212201968
25.0,0.23,14.0,1.70932341,1.67737579,0.338459522
25.0,0.23,15.0,1.62614691,1.54952836,0.499599397
25.0,0.25,8.0,1.54563797,1.55103385,0.0711330771
25.0,0.25,9.0,1.69321167,1.7002703,0.0902574211
25.0,0.25,10.0,1.83803439,1.84665251,0.113604486
25.0,0.25,11.0,1.96967673,1.97931075,0.141822293
25.0,0.25,12.0,2.03552985,2.04438853,0.173957795
25.0,0.25,13.0,1.67867303,1.67149794,0.223320514
25.0,0.25,14.0,1.37054312,1.32586038,0.347410917
25.0,0.25,15.0,1.54146504,1.46705377,0.48020035
25.0,0.27,8.0,1.55321324,1.55867994,0.0711769164
25.0,0.27,9.0,1.70149827,1.70859921,0.0906526595
25.0,0.27,10.0,1.84482014,1.85337055,0.1145842
25.0,0.27,11.0,1.96360779,1.97285414,0.143215477
25.0,0.27,12.0,1.84322739,1.85058594,0.160629317
25.0,0.27,13.0,,,
25.0,0.27,14.0,,,
25.0,0.27,15.0,,,
