15.0,0.23,8.0,1.53828788,1.54311466,0.074070923
15.0,0.23,9.0,1.71439254,1.72033536,0.098327361
15.0,0.23,10.0,1.87639916,1.88259375,0.129989818
15.0,0.23,11.0,1.76176393,1.75958824,0.181518421
15.0,0.23,12.0,0.361777335,0.370880812,-0.00447662454
15.0,0.23,13.0,2.22941041,2.22523689,0.272953093
15.0,0.23,14.0,2.86360049,2.85230255,0.397972286
15.0,0.23,15.0,3.38058782,3.31111979,0.704887867
15.0,0.25,8.0,1.53331697,1.53806984,0.0742433667
15.0,0.25,9.0,1.70785534,1.71358669,0.0991365463
15.0,0.25,10.0,1.84876215,1.85431027,0.131211102
15.0,0.25,11.0,0.852708519,0.852362931,0.0842351466
15.0,0.25,12.0,1.67705476,1.67684698,0.177938044
15.0,0.25,13.0,2.5181694,2.50734401,0.334684908
15.0,0.25,14.0,3.26966643,3.20702386,0.653209865
15.0,0.25,15.0,3.42511177,3.29447031,0.938310146
15.0,0.27,8.0,1.53116691,1.53582859,0.0747438595
15.0,0.27,9.0,1.70367813,1.7091558,0.100387506
15.0,0.27,10.0,1.78763056,1.79239511,0.130254626
15.0,0.27,11.0,0.829679847,0.831499517,0.0709155947
15.0,0.27,12.0,2.00581574,2.00600123,0.210796401
15.0,0.27,13.0,3.1249342,3.0648644,0.616562605
15.0,0.27,14.0,3.33689547,3.21213508,0.909744263
15.0,0.27,15.0,3.18953872,3.0160675,1.06652045
