   0.14030E+01   0.00000E+00   0.83906E+00   0.10283E+01   0.88933E-01   0.10587E+01   0.56959E+00  -0.35727E+00   0.35727E+00
   0.13450E+01   0.00000E+00   0.90622E+00   0.97956E+00  -0.00000E+00   0.99454E+00   0.62794E+00  -0.21320E+00   0.21320E+00
   0.12944E+01   0.00000E+00   0.94141E+00   0.90710E+00  -0.00000E+00   0.90827E+00   0.67071E+00  -0.10760E+00   0.10760E+00
   0.12502E+01   0.00000E+00   0.97551E+00   0.87254E+00  -0.00000E+00   0.86832E+00   0.70357E+00  -0.26447E-01   0.26447E-01
   0.12117E+01   0.00000E+00   0.99181E+00   0.84761E+00  -0.00000E+00   0.83995E+00   0.72141E+00   0.17590E-01  -0.17590E-01
   0.11782E+01   0.00000E+00   0.10063E+01   0.83308E+00  -0.00000E+00   0.82359E+00   0.73544E+00   0.52238E-01  -0.52238E-01
   0.11489E+01   0.00000E+00   0.10172E+01   0.82255E+00  -0.00000E+00   0.81180E+00   0.74593E+00   0.78122E-01  -0.78122E-01
   0.11233E+01   0.00000E+00   0.10238E+01   0.81111E+00  -0.00000E+00   0.79905E+00   0.75355E+00   0.96950E-01  -0.96950E-01
   0.11011E+01   0.00000E+00   0.10319E+01   0.80346E+00  -0.00000E+00   0.79057E+00   0.76128E+00   0.11603E+00  -0.11603E+00
   0.10816E+01   0.00000E+00   0.10369E+01   0.79305E+00  -0.00000E+00   0.77907E+00   0.76747E+00   0.13131E+00  -0.13131E+00
   0.10647E+01   0.00000E+00   0.10388E+01   0.78299E+00  -0.00000E+00   0.76801E+00   0.77119E+00   0.14050E+00  -0.14050E+00
   0.10499E+01   0.00000E+00   0.10450E+01   0.78189E+00  -0.00000E+00   0.76680E+00   0.77612E+00   0.15267E+00  -0.15267E+00
   0.10370E+01   0.00000E+00   0.10484E+01   0.77573E+00  -0.00000E+00   0.76006E+00   0.78007E+00   0.16242E+00  -0.16242E+00
   0.10258E+01   0.00000E+00   0.10505E+01   0.77159E+00  -0.00000E+00   0.75555E+00   0.78257E+00   0.16860E+00  -0.16860E+00
   0.10160E+01   0.00000E+00   0.10550E+01   0.76583E+00  -0.00000E+00   0.74927E+00   0.78725E+00   0.18017E+00  -0.18017E+00
   0.10075E+01   0.00000E+00   0.10489E+01   0.75802E+00  -0.00000E+00   0.74078E+00   0.78450E+00   0.17337E+00  -0.17337E+00
   0.10000E+01   0.00000E+00   0.10569E+01   0.75738E+00  -0.20095E-01   0.74038E+00   0.79058E+00   0.18837E+00  -0.18837E+00
   0.99256E+00   0.39639E-03   0.10789E+01   0.74142E+00  -0.35417E-01   0.72375E+00   0.81054E+00   0.23767E+00  -0.23767E+00
   0.98471E+00   0.73039E-03   0.10891E+01   0.72109E+00  -0.26549E-01   0.70157E+00   0.82293E+00   0.26825E+00  -0.26825E+00
   0.97645E+00   0.98952E-03   0.10995E+01   0.70803E+00  -0.17879E-01   0.68738E+00   0.83380E+00   0.29510E+00  -0.29510E+00
   0.96776E+00   0.11584E-02   0.11067E+01   0.69841E+00  -0.90998E-02   0.67700E+00   0.84143E+00   0.31395E+00  -0.31395E+00
   0.95863E+00   0.12217E-02   0.11123E+01   0.69148E+00  -0.34740E-03   0.66961E+00   0.84727E+00   0.32835E+00  -0.32835E+00
   0.94905E+00   0.11678E-02   0.11159E+01   0.68591E+00   0.81337E-02   0.66379E+00   0.85118E+00   0.33802E+00  -0.33802E+00
   0.93900E+00   0.98892E-03   0.11181E+01   0.68241E+00   0.16158E-01   0.66027E+00   0.85358E+00   0.34395E+00  -0.34395E+00
   0.92848E+00   0.68074E-03   0.11193E+01   0.68012E+00   0.23739E-01   0.65809E+00   0.85493E+00   0.34727E+00  -0.34727E+00
   0.91748E+00   0.23779E-03   0.11194E+01   0.67869E+00   0.30997E-01   0.65690E+00   0.85528E+00   0.34814E+00  -0.34814E+00
   0.90598E+00  -0.34689E-03   0.11186E+01   0.67838E+00   0.38002E-01   0.65694E+00   0.85467E+00   0.34663E+00  -0.34663E+00
   0.89399E+00  -0.10781E-02   0.11175E+01   0.67961E+00   0.44759E-01   0.65867E+00   0.85350E+00   0.34374E+00  -0.34374E+00
   0.88149E+00  -0.19598E-02   0.11158E+01   0.68109E+00   0.51186E-01   0.66069E+00   0.85172E+00   0.33935E+00  -0.33935E+00
   0.86849E+00  -0.29945E-02   0.11129E+01   0.68245E+00   0.57225E-01   0.66263E+00   0.84910E+00   0.33288E+00  -0.33288E+00
   0.85498E+00  -0.41827E-02   0.11097E+01   0.68549E+00   0.63031E-01   0.66635E+00   0.84596E+00   0.32512E+00  -0.32512E+00
   0.84096E+00  -0.55259E-02   0.11063E+01   0.68911E+00   0.68580E-01   0.67071E+00   0.84242E+00   0.31637E+00  -0.31637E+00
   0.82643E+00  -0.70240E-02   0.11018E+01   0.69283E+00   0.73816E-01   0.67518E+00   0.83805E+00   0.30560E+00  -0.30560E+00
   0.81140E+00  -0.86753E-02   0.10958E+01   0.69815E+00   0.78933E-01   0.68137E+00   0.83227E+00   0.29131E+00  -0.29131E+00
   0.79588E+00  -0.10478E-01   0.10895E+01   0.70512E+00   0.83946E-01   0.68934E+00   0.82577E+00   0.27528E+00  -0.27528E+00
   0.77987E+00  -0.12429E-01   0.10870E+01   0.71044E+00   0.88559E-01   0.69555E+00   0.82263E+00   0.26751E+00  -0.26751E+00
   0.76339E+00  -0.14528E-01   0.10845E+01   0.71654E+00   0.93073E-01   0.70262E+00   0.81922E+00   0.25909E+00  -0.25909E+00
   0.74645E+00  -0.16770E-01   0.10576E+01   0.74587E+00   0.10038E+00   0.73491E+00   0.79224E+00   0.19247E+00  -0.19247E+00
