20.0,0.23,8.0,1.56985581,1.57553911,0.0705310106
20.0,0.23,9.0,1.73650658,1.74373519,0.0923231989
20.0,0.23,10.0,1.89176285,1.90006316,0.11979264
20.0,0.23,11.0,1.92026544,1.92802608,0.146282539
20.0,0.23,12.0,0.68140018,0.688674092,0.0379641317
20.0,0.23,13.0,1.58652139,1.59630787,0.139475107
20.0,0.23,14.0,2.28655434,2.28110862,0.30377996
20.0,0.23,15.0,3.20564246,3.14104986,0.66383791
20.0,0.25,8.0,1.56554532,1.57116807,0.0706555098
20.0,0.25,9.0,1.73084188,1.73791146,0.092868641
20.0,0.25,10.0,1.87403917,1.8819232,0.120579168
20.0,0.25,11.0,1.59599113,1.60199702,0.123850822
20.0,0.25,12.0,0.945697188,0.955247045,0.0552427769
20.0,0.25,13.0,1.96367824,1.96415436,0.222781688
20.0,0.25,14.0,2.79019618,2.73409295,0.568118334
20.0,0.25,15.0,3.5035038,3.40445209,0.831254005
20.0,0.27,8.0,1.56402314,1.56957114,0.0710766688
20.0,0.27,9.0,1.72755587,1.73443174,0.0938215703
20.0,0.27,10.0,1.84670436,1.8541131,0.120850176
20.0,0.27,11.0,0.891337335,0.899534166,0.044402454
20.0,0.27,12.0,1.58413148,1.58518946,0.16243881
20.0,0.27,13.0,2.1793344,2.16443229,0.313751489
20.0,0.27,14.0,3.42701793,3.32260132,0.839534044
20.0,0.27,15.0,3.53669453,3.33811831,1.20544159
